Tax Year,County,Income Class,Number of Returns,NY AGI Total ($),NYS Tax Liability Total ($)
2008,Rockland,"$5,000 - $9,999",6441,51433401.18,1692440.28
2008,Rockland,"$50,000 - $74,999",24134,1532614444.62,61839832.54
2008,Rockland,"$75,000 - $99,999",14205,1204665509.1,53191912.5
2008,Rockland,"Under $5,000",5780,14630431.06,480435.49
2008,Schuyler,"$10,000 - $19,999",1466,22810945.45,581659.81
2008,Schuyler,"$100,000 - $199,999",577,84635102.16,1905515.08
2008,Schuyler,"$20,000 - $29,999",1329,33065549.19,938020.05
2008,Schuyler,"$200,000 or more",272,79879958.06,1012340.09
2008,Schuyler,"$30,000 - $39,999",1110,41131381.71,1156441.81
2008,Schuyler,"$40,000 - $49,999",902,38841366.86,1202967.74
2008,Schuyler,"$5,000 - $9,999",712,4570859.45,151064.75
2008,Schuyler,"$50,000 - $74,999",1271,80840750.3,2263906.55
2008,Schuyler,"$75,000 - $99,999",659,60154468.08,1595456.2
2008,Schuyler,"Under $5,000",851,1951631.79,47922.93
2008,Seneca,"$10,000 - $19,999",2603,40615321.94,997593.07
2008,Seneca,"$100,000 - $199,999",1027,156572804.5,2816049.85
2008,Seneca,"$20,000 - $29,999",2201,57334302.56,1611209.32
2008,Seneca,"$200,000 or more",473,135819440.94,1611579.81
2008,Seneca,"$30,000 - $39,999",1970,72684591.01,1885550.79
2008,Seneca,"$40,000 - $49,999",1516,68701073.62,2054043.64
2008,Seneca,"$5,000 - $9,999",1204,8719956.04,211082.47
2008,Seneca,"$50,000 - $74,999",2264,166394699.0,3920207.54
2008,Seneca,"$75,000 - $99,999",1189,109670245.57,2782644.93
2008,Seneca,"Under $5,000",1429,3727392.61,81339.05
2008,Staten Island,"$10,000 - $19,999",23371,340626042.21,11839403.29
2008,Staten Island,"$100,000 - $199,999",15150,2317347466.41,54509731.11
2008,Staten Island,"$20,000 - $29,999",22545,586692161.99,21823998.64
2008,Staten Island,"$200,000 or more",8624,2784601838.7,41516779.47
2008,Staten Island,"$30,000 - $39,999",22220,829741547.75,28239725.79
2008,Staten Island,"$40,000 - $49,999",17705,841889430.31,30481177.57
2008,Staten Island,"$5,000 - $9,999",11648,82948958.71,2996738.17
2008,Staten Island,"$50,000 - $74,999",30830,1912164468.72,76584817.02
2008,Staten Island,"$75,000 - $99,999",18247,1414136058.26,56087615.89
2008,Staten Island,"Under $5,000",11441,25891615.06,782004.33
2008,Suffolk,"$10,000 - $19,999",83076,1229490040.31,43809455.19
2008,Suffolk,"$100,000 - $199,999",67903,9878591957.21,271700459.03
2008,Suffolk,"$20,000 - $29,999",80694,2167658869.06,69673293.68
2008,Suffolk,"$200,000 or more",36891,10091010779.12,165570127.84
2008,Suffolk,"$30,000 - $39,999",78882,2853343249.22,101173367.34
2008,Suffolk,"$40,000 - $49,999",69182,3475377412.06,118722653.49
2008,Suffolk,"$5,000 - $9,999",39750,292928017.15,11320581.49
2008,Suffolk,"$50,000 - $74,999",112116,7094937065.95,298981651.38
2008,Suffolk,"$75,000 - $99,999",72502,6219230107.06,243895726.76
2008,Suffolk,"Under $5,000",36113,98840459.23,2616031.72
2008,Tioga,"$10,000 - $19,999",3792,62742814.95,1596466.55
2008,Tioga,"$100,000 - $199,999",1631,220699527.07,4712299.82
2008,Tioga,"$20,000 - $29,999",3192,79628848.88,2004248.03
2008,Tioga,"$200,000 or more",731,233876984.16,2763503.32
2008,Tioga,"$30,000 - $39,999",2802,102857721.33,2935643.54
2008,Tioga,"$40,000 - $49,999",2121,93315723.59,2970802.56
2008,Tioga,"$5,000 - $9,999",1997,15246010.85,390868.32
2008,Tioga,"$50,000 - $74,999",3531,215081651.77,6197151.29
2008,Tioga,"$75,000 - $99,999",1868,158005789.91,3960756.42
2008,Tioga,"Under $5,000",2184,5936875.73,120859.24
2008,Tompkins,"$10,000 - $19,999",6303,101763399.93,2974450.24
2008,Tompkins,"$100,000 - $199,999",3541,486486123.5,11358476.89
2008,Tompkins,"$20,000 - $29,999",6316,138882603.79,4885621.18
2008,Tompkins,"$200,000 or more",1687,514468357.75,6603435.43
2008,Tompkins,"$30,000 - $39,999",5645,195249015.39,6033916.97
2008,Tompkins,"$40,000 - $49,999",4435,201344168.85,6795617.34
2008,Tompkins,"$5,000 - $9,999",3241,24493629.67,644988.38
2008,Tompkins,"$50,000 - $74,999",6701,425056892.73,14058685.26
2008,Tompkins,"$75,000 - $99,999",3675,315638066.18,9701987.12
2008,Tompkins,"Under $5,000",3144,7761594.09,200821.77
2008,Westchester,"$10,000 - $19,999",42115,657056726.38,31063743.89
2008,Westchester,"$100,000 - $199,999",53590,7643390219.28,274251771.2
2008,Westchester,"$20,000 - $29,999",41055,1090636008.21,51472950.96
2008,Westchester,"$200,000 or more",33986,10862022728.77,217569568.2
2008,Westchester,"$30,000 - $39,999",45445,1542747960.55,82800641.34
2008,Westchester,"$40,000 - $49,999",44857,1966347414.8,112211953.7
2008,Westchester,"$5,000 - $9,999",17882,146146494.1,6166616.7
2008,Westchester,"$50,000 - $74,999",85970,5310259352.32,301537948.93
2008,Westchester,"$75,000 - $99,999",51359,4461767869.71,222766898.37
2008,Westchester,"Under $5,000",14175,36122972.95,1302204.49
2008,Yates,"$10,000 - $19,999",1781,25313650.55,669065.53
2008,Yates,"$100,000 - $199,999",749,109570154.57,2005940.78
2008,Yates,"$20,000 - $29,999",1646,41349955.95,1148777.05
2008,Yates,"$200,000 or more",341,96388930.5,1063172.94
2008,Yates,"$30,000 - $39,999",1441,46845918.6,1343919.83
2008,Yates,"$40,000 - $49,999",1124,49991941.96,1593286.58
2008,Yates,"$5,000 - $9,999",1002,7715350.81,209262.75
2008,Yates,"$50,000 - $74,999",1606,94780242.69,3012564.11
2008,Yates,"$75,000 - $99,999",867,75567286.11,1945967.5
2008,Yates,"Under $5,000",1032,2501858.17,55472.52
2009,Albany,"$10,000 - $19,999",18701,284117495.83,9184027.64
2009,Albany,"$100,000 - $199,999",12965,1950630649.96,41581345.03
2009,Albany,"$20,000 - $29,999",20050,536269179.02,16441199.31
2009,Albany,"$200,000 or more",6569,1846433985.91,29532508.27
2009,Albany,"$30,000 - $39,999",18705,655069664.71,22583164.62
2009,Albany,"$40,000 - $49,999",15513,705199495.9,23383973.39
2009,Albany,"$5,000 - $9,999",9421,75626389.57,2218343.49
2009,Albany,"$50,000 - $74,999",23350,1381727728.61,50998811.37
2009,Albany,"$75,000 - $99,999",14403,1285528088.61,38745232.46
2009,Albany,"Under $5,000",9338,25452974.07,651134.78
2009,Bronx,"$10,000 - $19,999",91740,1351152860.86,32596078.6
2009,Bronx,"$100,000 - $199,999",24561,3519869545.37,60844996.02
2009,Bronx,"$20,000 - $29,999",79019,1980299767.58,45096417.54
2009,Bronx,"$200,000 or more",10139,3093316390.35,31125091.05
2009,Bronx,"$30,000 - $39,999",61206,2272542717.92,57204226.12
2009,Bronx,"$40,000 - $49,999",40077,1609261477.76,49123975.43
2009,Bronx,"$5,000 - $9,999",55048,433185660.45,8827666.13
2009,Bronx,"$50,000 - $74,999",66996,4312473851.67,111109085.78
2009,Bronx,"$75,000 - $99,999",29049,2499706518.49,52468823.11
2009,Bronx,"Under $5,000",59823,151239047.28,3006837.53
2009,Brooklyn,"$10,000 - $19,999",124221,1903922659.92,54649231.17
2009,Brooklyn,"$100,000 - $199,999",65779,10164613917.66,210470674.46
2009,Brooklyn,"$20,000 - $29,999",116345,2978606511.56,85295904.68
2009,Brooklyn,"$200,000 or more",32485,10620038573.82,114046514.04
2009,Brooklyn,"$30,000 - $39,999",107396,3661486066.86,122468733.34
2009,Brooklyn,"$40,000 - $49,999",85160,4128545490.33,127659187.69
2009,Brooklyn,"$5,000 - $9,999",58887,450068915.43,11575918.69
2009,Brooklyn,"$50,000 - $74,999",128853,7870248257.23,266984034.85
2009,Brooklyn,"$75,000 - $99,999",74693,6674630486.64,187558720.69
2009,Brooklyn,"Under $5,000",67447,147779150.41,4246804.68
2009,Broome,"$10,000 - $19,999",14550,222781244.49,6218502.94
2009,Broome,"$100,000 - $199,999",7212,1112492884.39,21172782.44
2009,Broome,"$20,000 - $29,999",12762,331781218.61,8916095.0
2009,Broome,"$200,000 or more",3213,991577334.82,12933747.04
2009,Broome,"$30,000 - $39,999",11116,371923699.22,10533095.49
2009,Broome,"$40,000 - $49,999",8926,412331815.93,12515512.32
2009,Broome,"$5,000 - $9,999",7274,58191398.7,1475875.41
2009,Broome,"$50,000 - $74,999",13755,891588463.94,24909360.15
2009,Broome,"$75,000 - $99,999",7413,630202782.4,16701102.17
2009,Broome,"Under $5,000",7293,18192035.85,455202.39
2009,Cayuga,"$10,000 - $19,999",5729,86517557.41,2245681.15
2009,Cayuga,"$100,000 - $199,999",2452,354688009.75,7078803.68
2009,Cayuga,"$20,000 - $29,999",4879,124750674.24,3529948.87
2009,Cayuga,"$200,000 or more",1138,336643594.63,3781385.03
2009,Cayuga,"$30,000 - $39,999",4311,149179008.87,4521421.75
2009,Cayuga,"$40,000 - $49,999",3242,134572134.14,4295834.09
2009,Cayuga,"$5,000 - $9,999",3100,21464545.2,557194.52
2009,Cayuga,"$50,000 - $74,999",5337,350463599.23,9772762.77
2009,Cayuga,"$75,000 - $99,999",2622,233644897.48,6038351.22
2009,Cayuga,"Under $5,000",3034,7551200.77,186435.18
2009,Chemung,"$10,000 - $19,999",6019,86705301.92,2417349.92
2009,Chemung,"$100,000 - $199,999",2546,390049340.49,7134693.95
2009,Chemung,"$20,000 - $29,999",5644,141578229.33,3671273.21
2009,Chemung,"$200,000 or more",1261,399059542.47,4392383.09
2009,Chemung,"$30,000 - $39,999",4754,166157069.23,4688583.53
2009,Chemung,"$40,000 - $49,999",3735,169706315.52,4926560.66
2009,Chemung,"$5,000 - $9,999",3038,22835429.95,576009.11
2009,Chemung,"$50,000 - $74,999",6139,428441705.04,10860384.9
2009,Chemung,"$75,000 - $99,999",2980,254009953.93,6719283.29
2009,Chemung,"Under $5,000",3455,8880612.0,187126.94
2009,Cortland,"$10,000 - $19,999",3524,56901264.45,1460829.06
2009,Cortland,"$100,000 - $199,999",1558,248975243.89,3988534.25
2009,Cortland,"$20,000 - $29,999",2899,73140877.58,2053020.96
2009,Cortland,"$200,000 or more",739,237446475.98,2562956.08
2009,Cortland,"$30,000 - $39,999",2796,97502397.72,2878743.66
2009,Cortland,"$40,000 - $49,999",2138,98061699.95,2755112.97
2009,Cortland,"$5,000 - $9,999",1887,14612657.35,353615.03
2009,Cortland,"$50,000 - $74,999",3022,181325559.74,5441865.06
2009,Cortland,"$75,000 - $99,999",1809,150840689.04,4192269.6
2009,Cortland,"Under $5,000",1872,5243282.33,102330.52
2009,Dutchess,"$10,000 - $19,999",18331,268520020.69,9277878.39
2009,Dutchess,"$100,000 - $199,999",13294,1836999546.24,50111672.83
2009,Dutchess,"$20,000 - $29,999",17504,449155452.69,15865625.38
2009,Dutchess,"$200,000 or more",6455,1767181159.51,26222794.62
2009,Dutchess,"$30,000 - $39,999",15463,535362024.19,20758402.7
2009,Dutchess,"$40,000 - $49,999",14944,680663318.44,25022565.65
2009,Dutchess,"$5,000 - $9,999",9173,72988628.14,1936864.85
2009,Dutchess,"$50,000 - $74,999",22316,1316994460.47,51652746.07
2009,Dutchess,"$75,000 - $99,999",14334,1293876153.35,37716517.26
2009,Dutchess,"Under $5,000",8281,21906389.63,616838.32
2009,Erie,"$10,000 - $19,999",64844,992404712.64,27533132.0
2009,Erie,"$100,000 - $199,999",31643,4551011487.82,101029684.96
2009,Erie,"$20,000 - $29,999",51723,1244723362.21,37868772.92
2009,Erie,"$200,000 or more",16287,4953241580.55,55686916.19
2009,Erie,"$30,000 - $39,999",49688,1724325147.17,56773819.14
2009,Erie,"$40,000 - $49,999",40616,1828930046.96,59617830.25
2009,Erie,"$5,000 - $9,999",31159,251909007.71,6398522.42
2009,Erie,"$50,000 - $74,999",60481,3921707759.63,116790376.99
2009,Erie,"$75,000 - $99,999",37975,3104641945.01,101468003.33
2009,Erie,"Under $5,000",32231,75788749.96,2176849.27
2009,"Grand Total, Full-Year Resident",All Classes,6581987,419788766629.94,13380198652.41
2009,Hamilton,"$10,000 - $19,999",396,6253975.92,153901.3
2009,Hamilton,"$100,000 - $199,999",188,25419261.08,546841.84
2009,Hamilton,"$20,000 - $29,999",358,9647305.83,271177.09
2009,Hamilton,"$200,000 or more",92,27638502.67,368398.89
2009,Hamilton,"$30,000 - $39,999",301,11446269.07,340016.83
2009,Hamilton,"$40,000 - $49,999",268,12702662.17,405184.86
2009,Hamilton,"$5,000 - $9,999",191,1273337.49,37949.47
2009,Hamilton,"$50,000 - $74,999",394,26149711.84,744459.36
2009,Hamilton,"$75,000 - $99,999",216,18950088.96,499428.73
2009,Hamilton,"Under $5,000",205,495065.88,10351.13
2009,Madison,"$10,000 - $19,999",4858,67891214.42,1899524.48
2009,Madison,"$100,000 - $199,999",2165,295876402.25,6643947.83
2009,Madison,"$20,000 - $29,999",4273,104113191.8,2915677.15
2009,Madison,"$200,000 or more",1007,304477135.77,3210038.94
2009,Madison,"$30,000 - $39,999",3720,145122459.89,3982478.3
2009,Madison,"$40,000 - $49,999",3071,150285482.09,4441277.4
2009,Madison,"$5,000 - $9,999",2388,16308043.09,454970.12
2009,Madison,"$50,000 - $74,999",4707,304765219.17,8667869.23
2009,Madison,"$75,000 - $99,999",2551,227227416.65,5961988.03
2009,Madison,"Under $5,000",2559,6657709.71,146291.5
2009,Manhattan,"$10,000 - $19,999",42027,622026141.25,45184316.66
2009,Manhattan,"$100,000 - $199,999",116454,18148377491.88,783542686.85
2009,Manhattan,"$20,000 - $29,999",51227,1323557645.44,78988673.44
2009,Manhattan,"$200,000 or more",72810,22383771750.84,668109386.94
2009,Manhattan,"$30,000 - $39,999",59513,2254046838.53,155534904.37
2009,Manhattan,"$40,000 - $49,999",61036,2728649417.55,196814417.62
2009,Manhattan,"$5,000 - $9,999",17345,133119849.07,7509890.0
2009,Manhattan,"$50,000 - $74,999",134431,9160932488.43,594013002.89
2009,Manhattan,"$75,000 - $99,999",99797,8469249066.52,583898981.62
2009,Manhattan,"Under $5,000",11846,29727347.33,1425749.94
2009,Monroe,"$10,000 - $19,999",49105,778047195.0,21672326.88
2009,Monroe,"$100,000 - $199,999",27458,4359840255.57,100387757.37
2009,Monroe,"$20,000 - $29,999",43900,1128124525.03,32411413.66
2009,Monroe,"$200,000 or more",14445,4337487400.01,62311511.43
2009,Monroe,"$30,000 - $39,999",42196,1383288256.95,51121797.02
2009,Monroe,"$40,000 - $49,999",32412,1503766623.85,58980988.12
2009,Monroe,"$5,000 - $9,999",23115,170754131.98,4893164.8
2009,Monroe,"$50,000 - $74,999",54745,3074745975.59,126947279.92
2009,Monroe,"$75,000 - $99,999",29695,2569525077.44,74403192.97
2009,Monroe,"Under $5,000",20869,48293189.13,1368452.44
2009,NYS Unclassified +,All Classes,1255,37041372.31,1145210.69
2009,Nassau,"$10,000 - $19,999",54696,776471307.03,36514287.16
2009,Nassau,"$100,000 - $199,999",74982,10468984088.55,374472906.83
2009,Nassau,"$20,000 - $29,999",61681,1594225666.19,66253149.5
2009,Nassau,"$200,000 or more",42457,12264905327.71,258553333.64
2009,Nassau,"$30,000 - $39,999",62120,2175560796.46,95240791.72
2009,Nassau,"$40,000 - $49,999",70244,3304548928.16,165196367.57
2009,Nassau,"$5,000 - $9,999",25878,191041362.81,9625144.33
2009,Nassau,"$50,000 - $74,999",110273,7169774220.05,341032395.85
2009,Nassau,"$75,000 - $99,999",73121,5959049652.77,282801133.09
2009,Nassau,"Under $5,000",22420,56962793.69,2270003.75
2009,Onondaga,"$10,000 - $19,999",31517,446644126.86,13866583.59
2009,Onondaga,"$100,000 - $199,999",17627,2582324137.57,56685159.76
2009,Onondaga,"$20,000 - $29,999",27503,751255929.47,20080397.26
2009,Onondaga,"$200,000 or more",9703,2724386326.08,39402655.75
2009,Onondaga,"$30,000 - $39,999",25835,944693937.92,26032240.9
2009,Onondaga,"$40,000 - $49,999",21769,877445457.87,35659968.64
2009,Onondaga,"$5,000 - $9,999",14998,109215807.79,3295207.8
2009,Onondaga,"$50,000 - $74,999",37124,2151116171.93,78198865.26
2009,Onondaga,"$75,000 - $99,999",19898,1729591848.38,51655331.91
2009,Onondaga,"Under $5,000",15578,36032268.73,983557.19
2009,Orange,"$10,000 - $19,999",20874,298694436.37,10184267.77
2009,Orange,"$100,000 - $199,999",12941,1788707722.78,47066906.82
2009,Orange,"$20,000 - $29,999",18190,453598144.0,15294592.19
2009,Orange,"$200,000 or more",6536,1986745679.87,28309736.74
2009,Orange,"$30,000 - $39,999",20062,690755240.15,25134690.26
2009,Orange,"$40,000 - $49,999",15251,701375185.03,25505804.36
2009,Orange,"$5,000 - $9,999",11003,82553367.73,2404274.48
2009,Orange,"$50,000 - $74,999",25222,1578496024.34,57084051.57
2009,Orange,"$75,000 - $99,999",15467,1270734273.35,40568827.66
2009,Orange,"Under $5,000",9975,27523928.11,638796.27
2009,Queens,"$10,000 - $19,999",99265,1506379883.84,47681986.19
2009,Queens,"$100,000 - $199,999",68123,11138030769.3,258633748.95
2009,Queens,"$20,000 - $29,999",98087,2602878691.5,78521169.3
2009,Queens,"$200,000 or more",33298,10608027569.22,148300269.75
2009,Queens,"$30,000 - $39,999",90821,3170129839.79,117515457.16
2009,Queens,"$40,000 - $49,999",79069,3653869788.37,135402093.71
2009,Queens,"$5,000 - $9,999",51704,380595681.62,12879485.04
2009,Queens,"$50,000 - $74,999",125984,7892273132.43,302940976.17
2009,Queens,"$75,000 - $99,999",67426,5936646530.09,195007646.28
2009,Queens,"Under $5,000",47411,120246493.79,3408435.59
2009,Residence Unknown ++,All Classes,814,17570800.05,565737.29
2009,Rockland,"$10,000 - $19,999",13831,194632361.47,8271981.71
2009,Rockland,"$100,000 - $199,999",14055,2212261439.5,63472759.5
2009,Rockland,"$20,000 - $29,999",14117,365587357.58,11954358.04
2009,Rockland,"$200,000 or more",7629,2280321019.44,40143909.87
2009,Rockland,"$30,000 - $39,999",14897,514924758.18,20686784.32
2009,Rockland,"$40,000 - $49,999",13896,566762415.23,27620940.5
2009,Rockland,"$5,000 - $9,999",6632,48585790.56,1709081.64
2009,Rockland,"$50,000 - $74,999",23504,1476421237.59,59203483.28
2009,Rockland,"$75,000 - $99,999",15297,1368190671.59,49835287.49
2009,Rockland,"Under $5,000",5342,12904801.64,426680.05
2009,Schuyler,"$10,000 - $19,999",1471,23747537.26,600140.65
2009,Schuyler,"$100,000 - $199,999",560,89568980.05,1700721.85
2009,Schuyler,"$20,000 - $29,999",1333,32363045.01,911749.21
2009,Schuyler,"$200,000 or more",268,73150688.77,892093.53
2009,Schuyler,"$30,000 - $39,999",1090,39623792.44,1126080.27
2009,Schuyler,"$40,000 - $49,999",823,35849957.76,1040113.14
2009,Schuyler,"$5,000 - $9,999",802,5816161.78,154821.87
2009,Schuyler,"$50,000 - $74,999",1410,86153045.56,2906959.51
2009,Schuyler,"$75,000 - $99,999",671,57996063.82,1589596.36
2009,Schuyler,"Under $5,000",837,2043797.32,47466.25
2009,Seneca,"$10,000 - $19,999",2615,38028977.4,1056478.62
2009,Seneca,"$100,000 - $199,999",944,138518200.8,2789118.38
2009,Seneca,"$20,000 - $29,999",2277,58630214.33,1546642.15
2009,Seneca,"$200,000 or more",479,158617389.82,1587658.92
2009,Seneca,"$30,000 - $39,999",1934,65488897.34,1819686.62
2009,Seneca,"$40,000 - $49,999",1406,57691932.14,1919347.52
2009,Seneca,"$5,000 - $9,999",1366,10828777.36,271454.38
2009,Seneca,"$50,000 - $74,999",2282,143507066.57,3833019.87
2009,Seneca,"$75,000 - $99,999",1134,96916162.89,2362914.5
2009,Seneca,"Under $5,000",1358,3546384.69,76039.02
2009,Staten Island,"$10,000 - $19,999",22294,304454602.16,10112709.62
2009,Staten Island,"$100,000 - $199,999",15822,2318588566.38,51491868.59
2009,Staten Island,"$20,000 - $29,999",21929,563504207.22,16069361.33
2009,Staten Island,"$200,000 or more",7919,2282721666.11,31166207.44
2009,Staten Island,"$30,000 - $39,999",23039,801492611.26,29595146.21
2009,Staten Island,"$40,000 - $49,999",17321,740196706.01,27852631.71
2009,Staten Island,"$5,000 - $9,999",11544,93148473.43,2632534.08
2009,Staten Island,"$50,000 - $74,999",28897,1829854336.23,65845153.14
2009,Staten Island,"$75,000 - $99,999",18230,1491037615.03,51511671.18
2009,Staten Island,"Under $5,000",11542,31018972.49,797283.05
2009,Suffolk,"$10,000 - $19,999",84362,1266490286.44,46833432.67
2009,Suffolk,"$100,000 - $199,999",67225,10679159173.49,278579647.64
2009,Suffolk,"$20,000 - $29,999",81140,2378071412.02,84340135.91
2009,Suffolk,"$200,000 or more",34283,9620574263.46,166961154.15
2009,Suffolk,"$30,000 - $39,999",76235,2688492974.28,96565940.94
2009,Suffolk,"$40,000 - $49,999",70716,3213443717.73,132503131.68
2009,Suffolk,"$5,000 - $9,999",40670,317430014.9,9128453.16
2009,Suffolk,"$50,000 - $74,999",123770,7101548648.95,309668873.39
2009,Suffolk,"$75,000 - $99,999",72102,6139803762.68,224254881.85
2009,Suffolk,"Under $5,000",36244,91302630.69,2853278.81
2009,Tioga,"$10,000 - $19,999",3454,51004399.27,1363603.06
2009,Tioga,"$100,000 - $199,999",1474,194075413.21,4174987.45
2009,Tioga,"$20,000 - $29,999",3173,74699796.22,2045420.08
2009,Tioga,"$200,000 or more",761,216245100.38,2901298.94
2009,Tioga,"$30,000 - $39,999",3016,114988783.6,3225534.75
2009,Tioga,"$40,000 - $49,999",2424,110420463.24,3412348.76
2009,Tioga,"$5,000 - $9,999",1842,12596266.73,338292.34
2009,Tioga,"$50,000 - $74,999",3175,190963901.18,5935218.39
2009,Tioga,"$75,000 - $99,999",1791,156980377.52,3603443.0
2009,Tioga,"Under $5,000",1949,5206529.99,107648.16
2009,Tompkins,"$10,000 - $19,999",6504,103443950.82,3057312.39
2009,Tompkins,"$100,000 - $199,999",3432,485499431.17,11223913.38
